ensembl_gene_id	hgnc_symbol	logFC	logCPM	F	PValue	FDR
ENSG00000159023	EPB41	-2.775040733	5.638429012	141.6727873	7.81E-07	6.53E-05
ENSG00000159307	SCUBE1	-6.524608504	3.613167032	557.7468612	1.90E-09	6.97E-06
ENSG00000159433	STARD9	-2.575825937	6.092145857	93.02482019	4.62E-06	0.000135927
ENSG00000160221	GATD3A	1.454455998	6.00983189	97.63891442	3.77E-06	0.000123369
ENSG00000160352	ZNF714	-1.828274105	5.797979511	135.1557393	9.55E-07	6.97E-05
ENSG00000160888	IER2	-2.521411311	6.129588534	205.6824514	1.56E-07	3.76E-05
ENSG00000160949	TONSL	-3.233650571	4.306727573	164.311517	4.13E-07	4.93E-05
ENSG00000160957	RECQL4	-2.705237144	3.815120136	112.9022896	2.05E-06	9.13E-05
ENSG00000160963	COL26A1	-2.633147001	4.893323851	96.62779686	3.94E-06	0.000124909
ENSG00000161011	SQSTM1	2.714990407	6.955001107	132.9117645	1.03E-06	7.11E-05
ENSG00000161217	PCYT1A	1.649830844	6.164692434	108.4264555	2.43E-06	9.96E-05
ENSG00000161638	ITGA5	2.673647642	7.719102847	131.3540652	1.08E-06	7.23E-05
ENSG00000161896	IP6K3	4.29672991	4.508225095	217.0961905	1.23E-07	3.31E-05
ENSG00000162434	JAK1	1.865269479	7.344540765	142.9342576	7.52E-07	6.53E-05
ENSG00000162520	SYNC	4.052379629	5.831065376	96.24337251	4.01E-06	0.000126078
ENSG00000162614	NEXN	2.454857076	7.187761189	166.2921709	3.92E-07	4.86E-05
ENSG00000162618	ADGRL4	6.501806626	2.548577309	100.9113571	3.29E-06	0.000117201
ENSG00000162688	AGL	2.580405268	7.873115807	100.521976	3.34E-06	0.000117405
ENSG00000162769	FLVCR1	-2.056915228	4.05309652	108.6884852	2.41E-06	9.96E-05
ENSG00000162804	SNED1	6.325456343	5.112963054	121.5352718	1.50E-06	8.17E-05
ENSG00000163006	CCDC138	-2.318294577	4.104357664	104.8108542	2.80E-06	0.000105963
ENSG00000163071	SPATA18	2.730958353	3.305529098	127.1215416	1.24E-06	7.63E-05
ENSG00000163110	PDLIM5	2.372018214	7.399979239	146.9315319	6.68E-07	6.41E-05
ENSG00000163145	C1QTNF7	-5.870053034	4.38807003	160.2026741	4.61E-07	5.18E-05
ENSG00000163171	CDC42EP3	3.4500445	7.099604621	106.9189422	2.58E-06	0.00010254
ENSG00000163297	ANTXR2	2.343486748	7.352038048	177.6536263	2.95E-07	4.23E-05
ENSG00000163346	PBXIP1	1.90634035	7.42779487	131.3021065	1.08E-06	7.23E-05
ENSG00000163399	ATP1A1	1.972369903	7.971857359	96.42687096	3.98E-06	0.000125367
ENSG00000163453	IGFBP7	7.750769838	7.493530082	124.1441527	1.37E-06	7.90E-05
ENSG00000163485	ADORA1	1.892655454	4.135135704	143.5596621	7.38E-07	6.53E-05
ENSG00000163565	IFI16	4.094921221	4.517138074	123.4586697	1.40E-06	7.91E-05
ENSG00000163644	PPM1K	2.281159033	6.403981322	181.8178299	2.67E-07	4.23E-05
ENSG00000163814	CDCP1	7.872335225	4.0440608	110.3285605	2.26E-06	9.75E-05
ENSG00000164171	ITGA2	4.812493317	3.681790703	125.1454703	1.33E-06	7.86E-05
ENSG00000164172	MOCS2	1.495437833	5.412003936	100.6757921	3.32E-06	0.000117201
ENSG00000164176	EDIL3	5.039831119	6.825772732	111.0768433	2.20E-06	9.59E-05
ENSG00000164220	F2RL2	6.996803319	3.966054164	376.3812456	1.10E-08	1.25E-05
ENSG00000164303	ENPP6	-5.254535711	2.067586877	162.7878422	4.30E-07	5.00E-05
ENSG00000164362	TERT	-7.949691975	1.153091608	92.48499322	4.73E-06	0.000138074
ENSG00000164543	STK17A	3.241532532	4.914792634	138.5266206	8.60E-07	6.70E-05
ENSG00000164626	KCNK5	-6.749260839	2.464495661	140.6904386	8.05E-07	6.57E-05
ENSG00000164713	BRI3	1.7048789	4.675894934	101.4016316	3.22E-06	0.000116809
ENSG00000164733	CTSB	3.642343346	8.048633111	119.5880714	1.61E-06	8.43E-05
ENSG00000165349	SLC7A3	-6.373462985	0.81977595	100.647809	3.32E-06	0.000117201
ENSG00000165730	STOX1	-4.1212426	2.190655697	116.2081501	1.81E-06	8.65E-05
ENSG00000165813	CCDC186	1.858569363	5.456720047	176.2593676	3.05E-07	4.23E-05
ENSG00000165886	UBTD1	3.148481056	3.470783346	177.8008224	2.94E-07	4.23E-05
ENSG00000165973	NELL1	-7.806275692	1.062668492	101.2766102	3.24E-06	0.000116888
ENSG00000165996	HACD1	4.517919165	4.583378994	114.3965719	1.94E-06	8.99E-05
ENSG00000166147	FBN1	2.507193363	9.357120866	106.1828684	2.66E-06	0.000104652
ENSG00000166173	LARP6	1.531071692	4.617633818	93.32618082	4.56E-06	0.00013586
ENSG00000166206	GABRB3	-7.067650915	4.971647052	387.4592865	9.63E-09	1.25E-05
ENSG00000166311	SMPD1	2.738948753	4.91451782	93.10295568	4.60E-06	0.00013586
ENSG00000166452	AKIP1	1.481385526	4.262881859	105.229466	2.76E-06	0.000105963
ENSG00000166501	PRKCB	-11.28446612	5.693840326	404.3408932	7.97E-09	1.25E-05
ENSG00000166741	NNMT	8.779772753	6.992547616	258.9417703	5.70E-08	2.30E-05
ENSG00000166860	ZBTB39	-1.618241071	4.65091746	99.10883248	3.55E-06	0.000120367
ENSG00000166881	NEMP1	-1.857028154	5.056973238	131.9359523	1.06E-06	7.22E-05
ENSG00000167513	CDT1	-4.067012907	3.708946491	159.5519263	4.69E-07	5.23E-05
ENSG00000167670	CHAF1A	-2.631320516	4.989422125	122.1939382	1.47E-06	8.08E-05
ENSG00000167771	RCOR2	-3.305113879	4.300628008	178.372131	2.90E-07	4.23E-05
ENSG00000167779	IGFBP6	7.652660618	4.374449893	97.11312923	3.86E-06	0.000124109
ENSG00000167996	FTH1	1.436103507	7.942427739	99.02746716	3.56E-06	0.000120483
ENSG00000168386	FILIP1L	3.870694422	5.739390959	160.6039372	4.56E-07	5.17E-05
ENSG00000168394	TAP1	4.994520108	3.43868415	107.0180275	2.57E-06	0.00010254
ENSG00000168575	SLC20A2	1.982321327	6.186340031	122.0843525	1.47E-06	8.08E-05
ENSG00000168679	SLC16A4	4.495662196	2.639187144	142.474286	7.62E-07	6.53E-05
ENSG00000168785	TSPAN5	2.102853499	4.374807842	94.8401339	4.26E-06	0.000131615
ENSG00000168874	ATOH8	-3.336943473	4.441906627	104.1397982	2.88E-06	0.000107674
ENSG00000168938	PPIC	5.113881334	4.007275442	109.2658781	2.35E-06	9.87E-05
ENSG00000169083	AR	3.436545899	4.313609153	108.3944361	2.43E-06	9.96E-05
ENSG00000169213	RAB3B	4.146861178	4.792894482	110.2494862	2.27E-06	9.75E-05
ENSG00000169684	CHRNA5	-3.089482406	2.116501061	127.8308246	1.21E-06	7.63E-05
ENSG00000169764	UGP2	2.48758298	7.172308897	125.5207795	1.31E-06	7.84E-05
ENSG00000169857	AVEN	2.082492517	4.117515275	115.8292247	1.84E-06	8.65E-05
ENSG00000169908	TM4SF1	6.772725342	4.093346926	336.5180143	1.80E-08	1.32E-05
ENSG00000170017	ALCAM	5.124779577	6.38245171	191.2923093	2.14E-07	4.04E-05
ENSG00000170290	SLN	6.985097158	5.30644369	196.9857964	1.88E-07	3.97E-05
ENSG00000170417	TMEM182	4.737568327	6.904736164	478.5320819	3.77E-09	8.62E-06
ENSG00000170545	SMAGP	4.760743331	1.065200651	114.110032	1.96E-06	9.00E-05
ENSG00000170579	DLGAP1	-4.808577151	2.0899036	167.8553485	3.77E-07	4.78E-05
ENSG00000170681	CAVIN4	3.086096899	6.873622593	117.1070688	1.76E-06	8.65E-05
ENSG00000170807	LMOD2	7.944941851	5.119944371	233.7463203	8.93E-08	2.92E-05
ENSG00000170837	GPR27	-3.979097406	1.814204246	116.3419621	1.81E-06	8.65E-05
ENSG00000171885	AQP4	-11.60342063	3.246506696	245.9619258	3.93E-06	0.000124909
ENSG00000171951	SCG2	3.598749509	3.918788951	122.3713391	1.46E-06	8.06E-05
ENSG00000172348	RCAN2	5.097566577	4.471010248	142.4492417	7.63E-07	6.53E-05
ENSG00000172403	SYNPO2	4.726477835	8.732763627	91.98195095	4.84E-06	0.000139755
ENSG00000172667	ZMAT3	2.250297237	7.406124257	241.6389553	7.72E-08	2.76E-05
ENSG00000172687	ZNF738	-1.88657637	4.341068079	152.0869174	5.76E-07	5.85E-05
ENSG00000172766	NAA16	-1.867849623	5.10334541	92.15008112	4.80E-06	0.000139127
ENSG00000172965	MIR4435-2HG	4.728172937	4.241813066	136.0087869	9.30E-07	6.86E-05
ENSG00000173157	ADAMTS20	-2.589696032	2.746176817	97.09067861	3.86E-06	0.000124109
ENSG00000173221	GLRX	2.824277944	4.812139889	208.83901	1.46E-07	3.58E-05
ENSG00000173442	EHBP1L1	3.091510766	7.695744746	92.33198576	4.76E-06	0.000138485
ENSG00000173559	NABP1	2.709823685	5.533900613	99.9970119	3.42E-06	0.000118599
ENSG00000173894	CBX2	-3.643597247	5.400919014	132.926808	1.03E-06	7.11E-05
ENSG00000174403	MIR1-1HG-AS1	4.655394188	4.788191521	278.366223	4.15E-08	2.05E-05
ENSG00000174579	MSL2	-1.249482085	5.114804501	96.82374099	3.91E-06	0.000124909
ENSG00000174807	CD248	2.706982053	3.37191905	126.1525372	1.28E-06	7.71E-05
ENSG00000175322	ZNF519	-3.201929781	3.831673492	117.5330443	1.73E-06	8.63E-05
ENSG00000175497	DPP10	-6.152524687	0.603686314	117.6867032	1.72E-06	8.63E-05
ENSG00000175662	TOM1L2	2.480049837	5.57808552	92.918358	4.64E-06	0.000136209
ENSG00000176014	TUBB6	3.727107844	9.056915993	219.839823	1.17E-07	3.27E-05
ENSG00000176225	RTTN	-1.584555115	5.196765504	126.6684411	1.26E-06	7.63E-05
ENSG00000176697	BDNF	6.321991061	4.583143035	145.9187824	6.88E-07	6.51E-05
ENSG00000177084	POLE	-1.701594904	6.205229608	95.98602219	4.05E-06	0.00012669
ENSG00000177311	ZBTB38	2.358564588	5.526305577	166.2195428	3.93E-07	4.86E-05
ENSG00000177363	LRRN4CL	4.348538431	2.330632862	164.8942789	4.07E-07	4.93E-05
ENSG00000177380	PPFIA3	-2.501654989	3.527971881	117.7237171	1.72E-06	8.63E-05
ENSG00000177409	SAMD9L	9.177266632	3.96973743	157.8732192	4.91E-07	5.30E-05
ENSG00000178031	ADAMTSL1	4.990349952	5.680919723	108.2502442	2.45E-06	9.96E-05
ENSG00000178104	PDE4DIP	3.649819257	8.486000531	95.3280105	4.17E-06	0.000129424
ENSG00000178295	GEN1	-1.526780973	5.015666243	94.10470711	4.40E-06	0.000133561
ENSG00000178980	SELENOW	2.687592449	8.262094781	93.56563792	4.51E-06	0.000135299
ENSG00000179057	IGSF22	5.97226733	3.625598824	106.2800994	2.64E-06	0.000104551
ENSG00000179163	FUCA1	3.250046476	3.573038426	182.955474	2.60E-07	4.23E-05
ENSG00000179630	LACC1	4.942269291	3.162495356	249.4842259	6.71E-08	2.63E-05
ENSG00000179796	LRRC3B	-7.236044544	2.881827892	114.091256	1.96E-06	9.00E-05
ENSG00000180354	MTURN	2.828899717	7.750170385	138.1799647	8.69E-07	6.70E-05
ENSG00000180694	TMEM64	2.467982624	6.57481065	119.3445469	1.62E-06	8.43E-05
ENSG00000180914	OXTR	2.864297265	3.443197419	99.81382527	3.44E-06	0.000119211
ENSG00000181019	NQO1	3.730181864	5.946666058	163.4012002	4.23E-07	4.99E-05
ENSG00000181234	TMEM132C	-8.838745273	2.122024763	133.4128933	1.01E-06	7.11E-05
ENSG00000181291	TMEM132E	-7.001186975	0.290665354	106.9250473	2.58E-06	0.00010254
ENSG00000182326	C1S	4.31733435	4.830533095	446.1408233	5.15E-09	1.01E-05
ENSG00000183044	ABAT	-2.297826701	5.237093252	92.71203068	4.68E-06	0.000136964
ENSG00000184371	CSF1	2.760696232	4.081787577	97.47059921	3.80E-06	0.000123369
ENSG00000184613	NELL2	-8.456789484	5.788271072	179.5176273	2.82E-07	4.23E-05
ENSG00000184887	BTBD6	2.148182762	5.246029665	118.2432278	1.69E-06	8.63E-05
ENSG00000185404	SP140L	4.987835115	2.755162584	225.8218483	1.04E-07	3.03E-05
ENSG00000185630	PBX1	-2.494795499	6.717910416	115.7129571	1.85E-06	8.65E-05
ENSG00000186297	GABRA5	-5.388091027	2.735939553	97.44920293	3.80E-06	0.000123369
ENSG00000187741	FANCA	-3.638516138	4.606186509	93.09562505	4.60E-06	0.00013586
ENSG00000188549	CCDC9B	5.429211418	4.215085239	240.7633796	7.85E-08	2.76E-05
ENSG00000188643	S100A16	4.58174131	5.979845224	130.4669795	1.11E-06	7.39E-05
ENSG00000189108	IL1RAPL2	-4.374539189	2.64278447	102.9434969	3.02E-06	0.000111205
ENSG00000189159	JPT1	2.064645901	8.246516569	99.53536184	3.48E-06	0.000119406
ENSG00000196083	IL1RAP	3.634477776	3.311704601	127.2382945	1.24E-06	7.63E-05
ENSG00000196581	AJAP1	-5.349837755	0.57682724	138.1658346	8.69E-07	6.70E-05
ENSG00000196876	SCN8A	3.698794132	4.347454769	191.0324337	2.15E-07	4.04E-05
ENSG00000196975	ANXA4	1.696759663	4.121732828	100.1205646	3.40E-06	0.000118287
ENSG00000197106	SLC6A17	5.731887278	2.804786635	93.14354754	4.59E-06	0.00013586
ENSG00000197415	VEPH1	4.010629747	2.360949712	124.6762725	1.35E-06	7.87E-05
ENSG00000197616	MYH6	6.048128005	2.773461105	99.65991601	3.46E-06	0.000119406
ENSG00000197702	PARVA	1.840897925	6.810659448	145.4379947	6.98E-07	6.53E-05
ENSG00000197905	TEAD4	2.315725243	5.998515705	237.5513105	8.32E-08	2.78E-05
ENSG00000198089	SFI1	-1.803159991	3.44027192	97.51215898	3.79E-06	0.000123369
ENSG00000198435	NRARP	-4.817256484	2.838362311	198.1984068	1.83E-07	3.97E-05
ENSG00000198597	ZNF536	-7.907026189	4.15147716	957.089623	1.70E-10	2.33E-06
ENSG00000198668	CALM1	2.598274597	8.834418678	109.6285837	2.32E-06	9.86E-05
ENSG00000198682	PAPSS2	3.819418953	4.781843462	191.3141137	2.14E-07	4.04E-05
ENSG00000198756	COLGALT2	-3.334119432	5.212598696	132.9713359	1.02E-06	7.11E-05
ENSG00000198832	SELENOM	3.450454709	3.944514135	95.11000113	4.21E-06	0.000130371
ENSG00000198892	SHISA4	5.151156184	4.814641531	106.0311356	2.67E-06	0.000104982
ENSG00000198959	TGM2	8.945230601	6.29654113	146.0037418	6.86E-07	6.51E-05
ENSG00000204262	COL5A2	2.938405778	9.580277251	176.9790604	3.00E-07	4.23E-05
ENSG00000204371	EHMT2	-1.61510823	6.014685178	119.9273725	1.59E-06	8.43E-05
ENSG00000204519	ZNF551	-1.589163698	4.287694594	120.0844877	1.58E-06	8.43E-05
ENSG00000204525	HLA-C	5.217483908	5.830016754	150.3651419	6.05E-07	6.01E-05
ENSG00000205683	DPF3	4.435768583	2.262157311	144.1850097	7.24E-07	6.53E-05
ENSG00000206384	COL6A6	-5.657817885	2.425162683	131.3795452	1.08E-06	7.23E-05
ENSG00000206503	HLA-A	4.150919609	6.571834015	168.8969816	3.67E-07	4.72E-05
ENSG00000213047	DENND1B	1.935185521	3.98079391	125.1370954	1.33E-06	7.86E-05
ENSG00000214357	NEURL1B	-3.448094218	3.97226568	214.3605794	1.30E-07	3.31E-05
ENSG00000214517	PPME1	2.63527046	7.006347286	151.0573949	5.93E-07	5.94E-05
ENSG00000215417	MIR17HG	-3.942611147	4.77637919	129.8013145	1.13E-06	7.43E-05
ENSG00000221829	FANCG	-2.599622031	4.607869517	91.63511694	4.92E-06	0.000139914
ENSG00000221963	APOL6	5.799397528	3.324117313	154.0342019	5.45E-07	5.71E-05
ENSG00000221968	FADS3	3.019259897	5.498632682	109.2955316	2.35E-06	9.87E-05
ENSG00000222041	CYTOR	4.732352335	4.007615558	108.6442449	2.41E-06	9.96E-05
ENSG00000224957	LINC01266	-7.039661291	3.283497467	95.97376636	4.05E-06	0.00012669
ENSG00000227036	LINC00511	2.947141589	2.027533471	93.33494217	4.55E-06	0.00013586
ENSG00000231721	LINC-PINT	4.46136301	1.932852244	116.5804932	1.79E-06	8.65E-05
ENSG00000234745	HLA-B	7.419450709	6.430788471	181.601452	2.68E-07	4.23E-05
ENSG00000244405	ETV5	3.562466695	5.41773086	148.9315553	6.30E-07	6.18E-05
ENSG00000244694	PTCHD4	3.874201868	3.309883613	116.1005401	1.82E-06	8.65E-05
ENSG00000245526	LINC00461	-6.926404106	1.950031675	113.2746669	2.02E-06	9.06E-05
ENSG00000246273	SBF2-AS1	3.124851329	4.278749204	147.8067801	6.51E-07	6.34E-05
ENSG00000247240	UBL7-AS1	-2.922833899	2.312599462	128.6732956	1.18E-06	7.55E-05
ENSG00000249992	TMEM158	5.820985121	4.140451875	100.4216827	3.36E-06	0.000117405
ENSG00000250305	TRMT9B	-6.152949933	3.656047927	155.0593323	5.30E-07	5.59E-05
ENSG00000251003	ZFPM2-AS1	8.018650348	1.259637304	91.24990299	5.00E-06	0.000141404
ENSG00000253368	TRNP1	3.912071964	2.526724325	109.2922514	2.35E-06	9.87E-05
ENSG00000255794	RMST	-7.605328529	3.295736039	144.2271243	7.23E-07	6.53E-05
ENSG00000257167	TMPO-AS1	-3.547655176	2.448934373	118.6487355	1.66E-06	8.60E-05
ENSG00000261040	WFDC21P	4.680184835	2.759134727	104.9959729	2.78E-06	0.000105963
ENSG00000264232	LINC01916	-9.691026743	2.888901815	330.2268199	1.95E-08	1.32E-05
ENSG00000269113	TRABD2B	-6.822189846	0.762502667	99.58484118	3.47E-06	0.000119406
ENSG00000269416	LINC01224	-6.776787494	1.591364737	214.5613469	1.30E-07	3.31E-05
ENSG00000270069	MIR222HG	6.217881514	3.153433374	105.6615719	2.71E-06	0.000105626
ENSG00000272168	CASC15	-2.61461195	4.982639444	108.2811605	2.45E-06	9.96E-05
ENSG00000003249	DBNDD1	1.564087649	3.960829658	67.60778038	1.71E-05	0.000276767
ENSG00000005059	MCUB	3.141493044	4.266834227	63.96585984	2.14E-05	0.000315433
ENSG00000005884	ITGA3	3.432746155	6.52649689	66.7120275	1.81E-05	0.000284711
ENSG00000005893	LAMP2	1.514464439	7.045751191	65.67572461	1.92E-05	0.000298103
ENSG00000006788	MYH13	-5.516840925	2.597801295	82.71958773	7.51E-06	0.00017083
ENSG00000007384	RHBDF1	2.378898126	4.746147317	62.63104315	2.33E-05	0.000330764
ENSG00000008517	IL32	5.460658869	3.946531852	69.37184301	1.54E-05	0.000264042
ENSG00000012171	SEMA3B	-2.140999691	4.460746944	85.29148607	6.62E-06	0.00016299
ENSG00000018408	WWTR1	3.920338604	9.135342577	90.67351558	5.14E-06	0.000143204
ENSG00000033100	CHPF2	1.976763838	6.161466896	71.93060936	1.33E-05	0.000245077
ENSG00000035403	VCL	1.440808727	8.495505104	79.4660993	8.86E-06	0.000189251
ENSG00000047617	ANO2	2.745675605	2.991071226	87.02853232	6.09E-06	0.000155961
ENSG00000048052	HDAC9	3.353107308	5.576543979	89.35002029	5.46E-06	0.000148298
ENSG00000048392	RRM2B	2.468283161	6.626461234	75.25549852	1.11E-05	0.000217859
ENSG00000049245	VAMP3	1.733025516	6.480544668	75.4629044	1.09E-05	0.00021655
ENSG00000049860	HEXB	2.317548626	5.34975249	85.50753597	6.55E-06	0.000162241
ENSG00000050165	DKK3	3.974027116	6.967776328	82.14928658	7.73E-06	0.000174326
ENSG00000050344	NFE2L3	2.453401101	3.832901148	87.69455934	5.90E-06	0.000153562
ENSG00000051180	RAD51	-3.054613416	3.193685835	66.71110491	1.81E-05	0.000284711
ENSG00000051523	CYBA	1.861330721	3.748678777	70.90375504	1.41E-05	0.000252663
ENSG00000053747	LAMA3	4.962528884	4.289505459	73.78543622	1.20E-05	0.000232038
ENSG00000058804	NDC1	-1.68761509	5.739632558	64.75451375	2.04E-05	0.000305531
ENSG00000062716	VMP1	2.161150466	7.924042393	82.03366086	7.77E-06	0.000174966
ENSG00000064012	CASP8	3.060223769	3.056367208	89.87313334	5.33E-06	0.000146196
ENSG00000064547	LPAR2	-3.452935709	3.189823133	84.09750379	7.02E-06	0.000167047
ENSG00000064726	BTBD1	1.474026962	7.08056087	67.05511034	1.77E-05	0.000281189
ENSG00000064787	BCAS1	8.645625982	5.684389135	86.06976047	6.37E-06	0.000159271
ENSG00000065882	TBC1D1	1.361968306	6.553733261	79.40717424	8.88E-06	0.000189533
ENSG00000065923	SLC9A7	3.944065803	5.160300673	65.39691997	1.96E-05	0.000300011
ENSG00000068366	ACSL4	2.010251922	8.051345132	67.51273971	1.72E-05	0.000278016
ENSG00000068615	REEP1	3.504364078	6.088811526	90.56555071	5.16E-06	0.000143622
ENSG00000070404	FSTL3	2.528126841	5.042093415	62.57293107	2.34E-05	0.000331032
ENSG00000070601	FRMPD1	-1.78060608	5.71017918	68.65422395	1.61E-05	0.000269444
ENSG00000070731	ST6GALNAC2	6.001838966	1.15472911	69.23592371	1.55E-05	0.00026512
ENSG00000070882	OSBPL3	2.22229378	4.986546676	79.6874431	8.76E-06	0.00018781
ENSG00000071859	FAM50A	1.297947666	5.536855635	75.41307365	1.10E-05	0.000216626
ENSG00000073050	XRCC1	-1.336525205	5.007714501	81.7392773	7.89E-06	0.000176216
ENSG00000073282	TP63	3.075404123	4.082785897	71.80617977	1.34E-05	0.000246441
ENSG00000073670	ADAM11	-3.244585841	1.343691744	65.20380782	1.98E-05	0.000300104
ENSG00000074416	MGLL	3.840114753	4.890983808	81.63910715	7.93E-06	0.000176583
ENSG00000076356	PLXNA2	-3.119327276	7.05324665	62.73587212	2.31E-05	0.000330764
ENSG00000078328	RBFOX1	2.957805811	5.430599236	75.44616495	1.10E-05	0.00021655
ENSG00000078596	ITM2A	-5.47057984	5.70239431	73.9676816	1.19E-05	0.000230128
ENSG00000080493	SLC4A4	4.169395612	5.092334544	69.84021232	1.50E-05	0.000259631
ENSG00000080839	RBL1	-2.225574106	4.484249516	65.0936472	1.99E-05	0.000300823
ENSG00000081087	OSTM1	2.361049792	5.253647025	66.59133512	1.82E-05	0.000286124
ENSG00000081248	CACNA1S	3.057281659	6.798632135	84.97285189	6.72E-06	0.000164057
ENSG00000082641	NFE2L1	2.543594805	8.625392599	85.85222612	6.44E-06	0.000160362
ENSG00000082684	SEMA5B	-4.367368029	0.942025512	78.64616794	9.24E-06	0.000195304
ENSG00000084444	FAM234B	2.381793481	4.506555298	72.58183987	1.28E-05	0.000240279
ENSG00000084774	CAD	-1.503824864	6.097845223	83.03408814	7.39E-06	0.000170018
ENSG00000085552	IGSF9	-4.944166388	2.057025474	69.2767156	1.55E-05	0.000264817
ENSG00000085733	CTTN	1.500404723	7.189484065	77.45521547	9.84E-06	0.000202652
ENSG00000085871	MGST2	1.847116904	3.181527197	65.92796232	1.89E-05	0.000295289
ENSG00000087111	PIGS	1.391581537	5.614551767	80.97139257	8.20E-06	0.000180259
ENSG00000087495	PHACTR3	-4.934811999	1.202904117	62.60162297	2.33E-05	0.000330766
ENSG00000089063	TMEM230	1.061919261	5.927409445	65.21062777	1.98E-05	0.000300104
ENSG00000089327	FXYD5	4.827301027	2.717252671	78.90768566	9.12E-06	0.000193304
ENSG00000091137	SLC26A4	4.997213822	-0.28076793	66.30192322	1.85E-05	0.000289832
ENSG00000091527	CDV3	1.836788881	8.952354746	63.26369333	2.24E-05	0.000324206
ENSG00000091651	ORC6	-2.619413094	4.673111339	73.75715453	1.20E-05	0.000232038
ENSG00000092529	CAPN3	5.666826825	3.013368094	77.19244222	9.98E-06	0.000204008
ENSG00000094916	CBX5	-2.081129431	8.963026428	87.38532722	5.99E-06	0.00015489
ENSG00000095383	TBC1D2	3.060548867	3.672886321	68.96625727	1.58E-05	0.000266737
ENSG00000097046	CDC7	-2.803484344	4.98923628	66.28508297	1.85E-05	0.000289832
ENSG00000099869	IGF2-AS	-2.218938609	3.264269928	87.14697674	6.05E-06	0.000155823
ENSG00000099957	P2RX6	4.130797533	3.349590403	76.13084027	1.06E-05	0.000211851
ENSG00000100065	CARD10	3.809352515	2.829460819	83.98010287	7.06E-06	0.000167047
ENSG00000100150	DEPDC5	-1.319446097	4.19234504	72.99679927	1.25E-05	0.000236474
ENSG00000100427	MLC1	-6.155311574	-0.46526869	83.08971461	7.37E-06	0.000170018
ENSG00000100554	ATP6V1D	1.742438755	5.741480475	71.09162477	1.40E-05	0.000250616
ENSG00000101246	ARFRP1	1.292282829	4.421725784	83.02971691	7.39E-06	0.000170018
ENSG00000101407	TTI1	-1.2412229	5.332010203	68.51612192	1.62E-05	0.000270361
ENSG00000101439	CST3	1.808636775	5.479267447	71.09562585	1.40E-05	0.000250616
ENSG00000101639	CEP192	-1.239198029	6.301828731	71.27338939	1.38E-05	0.000249664
ENSG00000101928	MOSPD1	2.64633919	5.500072575	73.49947687	1.22E-05	0.000234179
ENSG00000101955	SRPX	3.724196821	5.642531151	63.52398727	2.20E-05	0.000321912
ENSG00000102098	SCML2	-3.065546035	3.812142174	71.72604583	1.35E-05	0.000247231
ENSG00000102359	SRPX2	4.895355724	5.430594635	89.25392758	5.48E-06	0.000148558
ENSG00000102385	DRP2	2.709071737	4.392252991	86.59208557	6.22E-06	0.000157341
ENSG00000102452	NALCN	4.604690397	2.691284564	76.09954976	1.06E-05	0.000211851
ENSG00000102471	NDFIP2	2.076385081	5.68582294	89.13111755	5.52E-06	0.000148558
ENSG00000102678	FGF9	-2.712110069	5.936179609	84.33754141	6.93E-06	0.000166176
